school,task_category,task,user_id,score
ColE,Reading,pa-es,EZDmlbo5Ihik3f4gbILu,0.2
ColE,Reading,pa-es,QE2LYICPYryR0qGQXtsM,0.2
ColE,Reading,pa-es,uDhElJnFJURaMUrIP5rY,0.2
ColE,Executive function,same-different-selection,S8m1euOGusiQdi5HrRZS,-2.2912390892636845
ColE,Executive function,same-different-selection,y6iUiz5EIDrIKKwzSV3r,-2.57317735277
ColE,Reading,sre-es,2yD96GBFqXCptzRxU6TG,-0.007692307692307693
ColE,Reading,sre-es,JtpweyXo8E3OKIkLW9w4,-0.03076923076923077
ColE,Reading,sre-es,g9oXc0oD2WiVagBOa17L,-0.007692307692307693
ColE,Reading,sre-es,rcOcK9I89DuEr0tVXcdH,-0.03076923076923077
ColE,Reading,swr-es,MxmHxmQUHYflRG35lZIj,-6
ColE,Reading,swr-es,ZQLf02OSxSwsIZWImJjT,-6
ColE,Reading,swr-es,PjtB7gWIxqEPX4zx3v8y,-6
ColE,Reading,swr-es,lJrXsczRrBulnlrlNyoa,-6
ColE,Reading,swr-es,zOs7t3wX34npj7bDLW5y,-6
ColE,Reading,swr-es,B5e6sZPpsxzwVYNYqWnK,-6
ColE,Reading,swr-es,7esnPtGvFjxQ0KilEUDt,-6
ColE,Reading,swr-es,Nj5Ks4uUvv0EfPoAX2n2,-6
ColE,Reading,swr-es,Jh3hIY9pnyJnYIuUauFF,-6
ColE,Social cognition,theory-of-mind,QU263x019tmYQZQkL2aQ,-1.5387338240779487
ColE,Social cognition,theory-of-mind,AJnvMtAcUcYCNQED46yD,-1.5381232709245969
ColE,Language,trog,hGAb0X1CxYovmC6vbtEs,-1.9872800175926753
ColE,Language,trog,ToeMmuwhFkH3BbuBa0gi,-2.311148378096206
ColE,Language,trog,YouP5v07nWTt1ya3bmSq,-2.357193698610413
ColE,Language,trog,T1IZKzD3zZHNdFTrcGCQ,-2.287692005441529
ColE,Language,vocab,hP529jOQKm1I3wqERq41,-2.432845550035493
ColE,Language,vocab,ToeMmuwhFkH3BbuBa0gi,-2.350540373047231
ColE,Language,vocab,lO7AC2c50QxELhis7ACW,-2.2745740017797647
ColE,Language,vocab,ffAPq1Ih8ih6i5ZjUNyI,-2.3089425472520477
ColE,Language,vocab,ekM1GQSFgaq2DwQD2xec,-2.385304810133277
